========================================
Enhanced Git Staging Monitor Started: Tue Oct 28 00:33:11 CDT 2025
========================================

=== BASELINE CAPTURE (at startup) ===
mmaruthurnew     45341   0.0  0.1 441918752  13856   ??  S    11Oct25   1:37.05 /Applications/Cursor.app/Contents/Frameworks/Cursor Helper.app/Contents/MacOS/Cursor Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Cursor --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,2243344376884166865,16824860225826948770,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,MacWebContentsOcclusion,PlzDedicatedWorker,SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=25
mmaruthurnew     45338   0.0  0.0 441596096   1680   ??  S    11Oct25   0:01.32 /Applications/Cursor.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mmaruthurnew/Library/Application Support/Cursor/Crashpad --url=https://f.a.k/e --annotation=_productName=Cursor --annotation=_version=1.7.39 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=34.5.8 --handshake-fd=24

--- VS Code Process Tree ---
PID 45338: /Applications/Cursor.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mmaruthurnew/Library/Application Support/Cursor/Crashpad --url=https://f.a.k/e --annotation=_productName=Cursor --annotation=_version=1.7.39 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=34.5.8 --handshake-fd=24
PID 54511: /Applications/Wispr Flow.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mmaruthurnew/Library/Application Support/Wispr Flow/Crashpad --url=https://f.a.k/e --annotation=_productName=Wispr Flow --annotation=_version=1.3.553 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=38.2.1 --handshake-fd=18
PID 73963: /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/MacOS/Electron
Electron 73963 mmaruthurnew  txt       REG               46,9    305888            55360377 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/node_modules/@vscode/policy-watcher/build/Release/vscode-policy-watcher.node
Electron 73963 mmaruthurnew  txt       REG               46,9   1080608            55360433 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/node_modules/@vscode/spdlog/build/Release/spdlog.node
Electron 73963 mmaruthurnew  txt       REG               46,9   4022992            55360444 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/node_modules/@vscode/sqlite3/build/Release/vscode-sqlite3.node
Electron 73963 mmaruthurnew   89r      REG               1,17      4151            65921248 /Users/mmaruthurnew/.vscode/extensions/extensions.json
PID 73980: /var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mmaruthurnew/Library/Application Support/Code/Crashpad --url=appcenter://code?aid=de75e3cc-e22f-4f42-a03f-1409c21d8af8&uid=8f3e5a43-adac-4917-ab14-31b4c385b378&iid=8f3e5a43-adac-4917-ab14-31b4c385b378&sid=8f3e5a43-adac-4917-ab14-31b4c385b378 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.104.3 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=37.3.1 --handshake-fd=20
PID 73981: /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper (GPU).app/Contents/MacOS/Code Helper (GPU) --type=gpu-process --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAMAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=1718379636,r,15353083390142775871,4648164914973620551,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=32
PID 73982: /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,15353083390142775871,4648164914973620551,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=32
PID 73986: /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer) --type=renderer --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app --enable-sandbox --enable-blink-features=HighlightAPI --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1760835168861778 --launch-time-ticks=1220975310205 --shared-files --field-trial-handle=1718379636,r,15353083390142775871,4648164914973620551,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version --vscode-window-config=vscode:750f0fdd-c4b8-445f-8dc8-5c2b615e9b8e --seatbelt-client=64
PID 73995: /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,15353083390142775871,4648164914973620551,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
PID 74064: /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,15353083390142775871,4648164914973620551,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
Code\x20H 74064 mmaruthurnew   24r     REG               1,17       344            61836145 /Users/mmaruthurnew/Desktop/medical-practice-workspace/.vscode/settings.json
PID 74065: /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,15353083390142775871,4648164914973620551,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
Code\x20H 74065 mmaruthurnew  txt      REG               46,9    1080608            55360433 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/node_modules/@vscode/spdlog/build/Release/spdlog.node
PID 74066: /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,15353083390142775871,4648164914973620551,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
Code\x20H 74066 mmaruthurnew  txt       REG               46,9   1080608            55360433 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/node_modules/@vscode/spdlog/build/Release/spdlog.node
Code\x20H 74066 mmaruthurnew   26w      REG               1,17     12213            66127172 /Users/mmaruthurnew/Library/Application Support/Code/logs/20251101T230223/window1/exthost/vscode.github-authentication/GitHub Authentication.log
Code\x20H 74066 mmaruthurnew   27w      REG               1,17       619            66127195 /Users/mmaruthurnew/Library/Application Support/Code/logs/20251101T230223/window1/exthost/vscode.git/Git.log
Code\x20H 74066 mmaruthurnew   39w      REG               1,17        94            66127213 /Users/mmaruthurnew/Library/Application Support/Code/logs/20251101T230223/window1/exthost/vscode.github/GitHub.log
Code\x20H 74066 mmaruthurnew   48w      REG               1,17      2390            66127222 /Users/mmaruthurnew/Library/Application Support/Code/logs/20251101T230223/window1/exthost/vscode.microsoft-authentication/Microsoft Authentication.log
PID 74067: /bin/bash --init-file /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
PID 74068: /bin/bash --init-file /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
PID 74069: /bin/bash --init-file /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
PID 74070: /bin/bash --init-file /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
PID 99772: /var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mmaruthurnew/Library/Application Support/Code/Crashpad --url=appcenter://code?aid=de75e3cc-e22f-4f42-a03f-1409c21d8af8&uid=8f3e5a43-adac-4917-ab14-31b4c385b378&iid=8f3e5a43-adac-4917-ab14-31b4c385b378&sid=8f3e5a43-adac-4917-ab14-31b4c385b378 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.104.3 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=37.3.1 --handshake-fd=20
